DateAdded,RiskCopy,CountyReporting,TravelLabel,TravelStatus,DateAddedCopy,Risk,BigIslandCnt,OahuCnt,KauaiCnt,MauiCnt,Count,TotNumber
11/18/2020,Travel-Associated (Non-Resident),Kauai,Travel History,Travel History,11/18/2020,Travel-Associated (Non-Resident),0,0,1,0,1,1
11/22/2020,Community-Associated,Hawaii,No Travel History,No Travel History,11/22/2020,Community-Associated,1,0,0,0,1,1
11/27/2020,Community-Associated,Hawaii,No Travel History,No Travel History,11/27/2020,Community-Associated,1,0,0,0,1,1
12/24/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/24/2020,Community-Associated,1,0,0,0,1,1
12/28/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/28/2020,Community-Associated,1,0,0,0,1,1
12/29/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/29/2020,Community-Associated,1,0,0,0,1,1
1/20/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/20/2021,Community-Associated,1,0,0,0,1,1
1/21/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/21/2021,Community-Associated,1,0,0,0,1,1
1/24/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/24/2021,Community-Associated,1,0,0,0,1,1
2/3/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/3/2021,Community-Associated,1,0,0,0,1,1
2/6/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/6/2021,Community-Associated,1,0,0,0,1,1
2/9/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/9/2021,Community-Associated,1,0,0,0,1,1
2/17/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/17/2021,Community-Associated,1,0,0,0,1,1
2/18/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/18/2021,Community-Associated,1,0,0,0,1,1
2/20/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/20/2021,Community-Associated,1,0,0,0,1,1
2/22/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/22/2021,Community-Associated,1,0,0,0,1,1
2/23/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/23/2021,Community-Associated,1,0,0,0,1,1
2/25/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/25/2021,Community-Associated,1,0,0,0,1,1
2/28/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/28/2021,Community-Associated,1,0,0,0,1,1
3/21/2021,Community-Associated,Hawaii,No Travel History,No Travel History,3/21/2021,Community-Associated,1,0,0,0,1,1
4/18/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/18/2021,Community-Associated,1,0,0,0,1,1
4/26/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/26/2021,Community-Associated,1,0,0,0,1,1
5/2/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/2/2021,Community-Associated,1,0,0,0,1,1
5/10/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/10/2021,Community-Associated,1,0,0,0,1,1
5/17/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/17/2021,Community-Associated,1,0,0,0,1,1
6/1/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/1/2021,Community-Associated,1,0,0,0,1,1
6/5/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/5/2021,Community-Associated,1,0,0,0,1,1
6/6/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/6/2021,Community-Associated,1,0,0,0,1,1
6/14/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/14/2021,Community-Associated,1,0,0,0,1,1
11/23/2020,Community-Associated,Hawaii,No Travel History,No Travel History,11/23/2020,Community-Associated,2,0,0,0,2,2
11/30/2020,Community-Associated,Hawaii,No Travel History,No Travel History,11/30/2020,Community-Associated,2,0,0,0,2,2
12/9/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/9/2020,Community-Associated,2,0,0,0,2,2
12/14/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/14/2020,Community-Associated,2,0,0,0,2,2
12/25/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/25/2020,Community-Associated,2,0,0,0,2,2
1/1/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/1/2021,Community-Associated,2,0,0,0,2,2
1/10/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/10/2021,Community-Associated,2,0,0,0,2,2
2/7/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/7/2021,Community-Associated,2,0,0,0,2,2
2/8/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/8/2021,Community-Associated,2,0,0,0,2,2
2/11/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/11/2021,Community-Associated,2,0,0,0,2,2
2/12/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/12/2021,Community-Associated,2,0,0,0,2,2
3/7/2021,Community-Associated,Hawaii,No Travel History,No Travel History,3/7/2021,Community-Associated,2,0,0,0,2,2
4/4/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/4/2021,Community-Associated,2,0,0,0,2,2
4/17/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/17/2021,Community-Associated,2,0,0,0,2,2
4/24/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/24/2021,Community-Associated,2,0,0,0,2,2
4/30/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/30/2021,Community-Associated,2,0,0,0,2,2
5/3/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/3/2021,Community-Associated,2,0,0,0,2,2
5/19/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/19/2021,Community-Associated,2,0,0,0,2,2
5/20/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/20/2021,Community-Associated,2,0,0,0,2,2
5/23/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/23/2021,Community-Associated,2,0,0,0,2,2
6/11/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/11/2021,Community-Associated,2,0,0,0,2,2
6/19/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/19/2021,Community-Associated,2,0,0,0,2,2
6/23/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/23/2021,Community-Associated,2,0,0,0,2,2
6/26/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/26/2021,Community-Associated,2,0,0,0,2,2
6/27/2021,Community-Associated,Hawaii,No Travel History,No Travel History,6/27/2021,Community-Associated,2,0,0,0,2,2
7/4/2021,Community-Associated,Hawaii,No Travel History,No Travel History,7/4/2021,Community-Associated,2,0,0,0,2,2
11/25/2020,Community-Associated,Hawaii,No Travel History,No Travel History,11/25/2020,Community-Associated,3,0,0,0,3,3
11/28/2020,Community-Associated,Hawaii,No Travel History,No Travel History,11/28/2020,Community-Associated,3,0,0,0,3,3
12/27/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/27/2020,Community-Associated,3,0,0,0,3,3
12/30/2020,Community-Associated,Hawaii,No Travel History,No Travel History,12/30/2020,Community-Associated,3,0,0,0,3,3
1/11/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/11/2021,Community-Associated,3,0,0,0,3,3
1/18/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/18/2021,Community-Associated,3,0,0,0,3,3
1/22/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/22/2021,Community-Associated,3,0,0,0,3,3
1/25/2021,Community-Associated,Hawaii,No Travel History,No Travel History,1/25/2021,Community-Associated,3,0,0,0,3,3
2/19/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/19/2021,Community-Associated,3,0,0,0,3,3
2/26/2021,Community-Associated,Hawaii,No Travel History,No Travel History,2/26/2021,Community-Associated,3,0,0,0,3,3
3/12/2021,Community-Associated,Hawaii,No Travel History,No Travel History,3/12/2021,Community-Associated,3,0,0,0,3,3
3/22/2021,Community-Associated,Hawaii,No Travel History,No Travel History,3/22/2021,Community-Associated,3,0,0,0,3,3
4/10/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/10/2021,Community-Associated,3,0,0,0,3,3
4/27/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/27/2021,Community-Associated,3,0,0,0,3,3
4/29/2021,Community-Associated,Hawaii,No Travel History,No Travel History,4/29/2021,Community-Associated,3,0,0,0,3,3
5/9/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/9/2021,Community-Associated,3,0,0,0,3,3
5/13/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/13/2021,Community-Associated,3,0,0,0,3,3
5/14/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/14/2021,Community-Associated,3,0,0,0,3,3
5/18/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/18/2021,Community-Associated,3,0,0,0,3,3
5/22/2021,Community-Associated,Hawaii,No Travel History,No Travel History,5/22/2021,Community-Associated,3,0,0,0,3,3
