"","DateAdded","RiskCopy","CountyReporting","TravelLabel","TravelStatus","DateAddedCopy","Risk","BigIslandCnt","OahuCnt","KauaiCnt","MauiCnt","Count","TotNumber"
"546",2020-08-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-08-27,"Community-Associated",0,231,0,0,231,231
"547",2020-08-27,"Community-Associated","Maui","No Travel History","No Travel History",2020-08-27,"Community-Associated",0,0,0,7,7,7
"548",2020-08-28,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-08-28,"Community-Associated",37,0,0,0,37,37
"549",2020-08-28,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-08-28,"Travel-Associated (Resident)",2,0,0,0,2,2
"550",2020-08-28,"Unknown/Pending","Honolulu","No Travel History","No Travel History",2020-08-28,"Unknown/Pending",0,1,0,0,1,1
"551",2020-08-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-08-28,"Community-Associated",0,259,0,0,259,259
"552",2020-08-28,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-08-28,"Travel-Associated (Resident)",0,4,0,0,4,4
"553",2020-08-28,"Community-Associated","Maui","No Travel History","No Travel History",2020-08-28,"Community-Associated",0,0,0,7,7,7
"554",2020-08-29,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-08-29,"Community-Associated",20,0,0,0,20,20
"555",2020-08-29,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-08-29,"Travel-Associated (Resident)",1,0,0,0,1,1
"556",2020-08-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-08-29,"Community-Associated",0,171,0,0,171,171
"557",2020-08-29,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-08-29,"Travel-Associated (Resident)",0,1,0,0,1,1
"558",2020-08-29,"Community-Associated","Maui","No Travel History","No Travel History",2020-08-29,"Community-Associated",0,0,0,4,4,4
"559",2020-08-30,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-08-30,"Community-Associated",25,0,0,0,25,25
"560",2020-08-30,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-08-30,"Community-Associated",0,104,0,0,104,104
"561",2020-08-30,"Community-Associated","Maui","No Travel History","No Travel History",2020-08-30,"Community-Associated",0,0,0,1,1,1
"562",2020-08-31,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-08-31,"Community-Associated",18,0,0,0,18,18
"563",2020-08-31,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-08-31,"Travel-Associated (Resident)",1,0,0,0,1,1
"564",2020-08-31,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-08-31,"Community-Associated",0,155,0,0,155,155
"565",2020-08-31,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-08-31,"Travel-Associated (Resident)",0,2,0,0,2,2
"566",2020-08-31,"Community-Associated","Maui","No Travel History","No Travel History",2020-08-31,"Community-Associated",0,0,0,5,5,5
"567",2020-09-01,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-01,"Community-Associated",33,0,0,0,33,33
"568",2020-09-01,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-01,"Travel-Associated (Resident)",1,0,0,0,1,1
"569",2020-09-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-01,"Community-Associated",0,288,0,0,288,288
"570",2020-09-01,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-01,"Travel-Associated (Resident)",0,14,0,0,14,14
"571",2020-09-01,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-01,"Community-Associated",0,0,0,3,3,3
"572",2020-09-02,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-02,"Community-Associated",17,0,0,0,17,17
"573",2020-09-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-02,"Community-Associated",0,182,0,0,182,182
"574",2020-09-02,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-02,"Travel-Associated (Resident)",0,6,0,0,6,6
"575",2020-09-02,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-02,"Community-Associated",0,0,0,6,6,6
"576",2020-09-03,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-03,"Community-Associated",33,0,0,0,33,33
"577",2020-09-03,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-03,"Travel-Associated (Resident)",1,0,0,0,1,1
"578",2020-09-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-03,"Community-Associated",0,225,0,0,225,225
"579",2020-09-03,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-03,"Travel-Associated (Resident)",0,6,0,0,6,6
"580",2020-09-03,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-03,"Community-Associated",0,0,0,2,2,2
"581",2020-09-04,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-04,"Community-Associated",20,0,0,0,20,20
"582",2020-09-04,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-04,"Travel-Associated (Resident)",3,0,0,0,3,3
"583",2020-09-04,"Unknown/Pending","Honolulu","No Travel History","No Travel History",2020-09-04,"Unknown/Pending",0,1,0,0,1,1
"584",2020-09-04,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-04,"Community-Associated",0,181,0,0,181,181
"585",2020-09-04,"Travel-Associated (Non-Resident)","Honolulu","Travel History","Travel History",2020-09-04,"Travel-Associated (Non-Resident)",0,1,0,0,1,1
"586",2020-09-04,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-04,"Travel-Associated (Resident)",0,8,0,0,8,8
"587",2020-09-04,"Community-Associated","Kauai","No Travel History","No Travel History",2020-09-04,"Community-Associated",0,0,1,0,1,1
"588",2020-09-04,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-04,"Community-Associated",0,0,0,3,3,3
"589",2020-09-04,"Travel-Associated (Resident)","Maui","Travel History","Travel History",2020-09-04,"Travel-Associated (Resident)",0,0,0,1,1,1
"590",2020-09-05,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-05,"Community-Associated",12,0,0,0,12,12
"591",2020-09-05,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-05,"Travel-Associated (Resident)",1,0,0,0,1,1
"592",2020-09-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-05,"Community-Associated",0,142,0,0,142,142
"593",2020-09-05,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-05,"Travel-Associated (Resident)",0,3,0,0,3,3
"594",2020-09-05,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-05,"Community-Associated",0,0,0,3,3,3
"595",2020-09-06,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-06,"Community-Associated",9,0,0,0,9,9
"596",2020-09-06,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-06,"Travel-Associated (Resident)",2,0,0,0,2,2
"597",2020-09-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-06,"Community-Associated",0,88,0,0,88,88
"598",2020-09-06,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-06,"Travel-Associated (Resident)",0,1,0,0,1,1
"599",2020-09-06,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-06,"Community-Associated",0,0,0,5,5,5
"600",2020-09-07,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-07,"Community-Associated",6,0,0,0,6,6
"601",2020-09-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-07,"Community-Associated",0,59,0,0,59,59
"602",2020-09-07,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-07,"Community-Associated",0,0,0,2,2,2
"603",2020-09-08,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-08,"Community-Associated",13,0,0,0,13,13
"604",2020-09-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-08,"Community-Associated",0,86,0,0,86,86
"605",2020-09-08,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-08,"Community-Associated",0,0,0,2,2,2
"606",2020-09-09,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-09,"Community-Associated",8,0,0,0,8,8
"607",2020-09-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-09,"Community-Associated",0,155,0,0,155,155
"608",2020-09-09,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-09,"Travel-Associated (Resident)",0,3,0,0,3,3
"609",2020-09-09,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-09,"Community-Associated",0,0,0,3,3,3
"610",2020-09-10,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-10,"Community-Associated",21,0,0,0,21,21
"611",2020-09-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-10,"Community-Associated",0,141,0,0,141,141
"612",2020-09-10,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-10,"Travel-Associated (Resident)",0,3,0,0,3,3
"613",2020-09-10,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-10,"Community-Associated",0,0,0,5,5,5
"614",2020-09-11,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-11,"Community-Associated",7,0,0,0,7,7
"615",2020-09-11,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-11,"Travel-Associated (Resident)",1,0,0,0,1,1
"616",2020-09-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-11,"Community-Associated",0,110,0,0,110,110
"617",2020-09-11,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-11,"Travel-Associated (Resident)",0,3,0,0,3,3
"618",2020-09-11,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-11,"Community-Associated",0,0,0,5,5,5
"619",2020-09-11,"Travel-Associated (Non-Resident)","Maui","Travel History","Travel History",2020-09-11,"Travel-Associated (Non-Resident)",0,0,0,2,2,2
"620",2020-09-12,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-12,"Community-Associated",17,0,0,0,17,17
"621",2020-09-12,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-12,"Travel-Associated (Resident)",2,0,0,0,2,2
"622",2020-09-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-12,"Community-Associated",0,92,0,0,92,92
"623",2020-09-12,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-12,"Travel-Associated (Resident)",0,1,0,0,1,1
"624",2020-09-12,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-12,"Community-Associated",0,0,0,2,2,2
"625",2020-09-13,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-13,"Community-Associated",7,0,0,0,7,7
"626",2020-09-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-13,"Community-Associated",0,72,0,0,72,72
"627",2020-09-13,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-13,"Community-Associated",0,0,0,2,2,2
"628",2020-09-14,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-14,"Community-Associated",4,0,0,0,4,4
"629",2020-09-14,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-14,"Travel-Associated (Resident)",1,0,0,0,1,1
"630",2020-09-14,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-14,"Community-Associated",0,59,0,0,59,59
"631",2020-09-14,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-14,"Travel-Associated (Resident)",0,2,0,0,2,2
"632",2020-09-15,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-15,"Community-Associated",4,0,0,0,4,4
"633",2020-09-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-15,"Community-Associated",0,91,0,0,91,91
"634",2020-09-15,"Travel-Associated (Non-Resident)","Honolulu","Travel History","Travel History",2020-09-15,"Travel-Associated (Non-Resident)",0,1,0,0,1,1
"635",2020-09-15,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-15,"Travel-Associated (Resident)",0,3,0,0,3,3
"636",2020-09-16,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-16,"Community-Associated",20,0,0,0,20,20
"637",2020-09-16,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-16,"Community-Associated",0,135,0,0,135,135
"638",2020-09-16,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-16,"Community-Associated",0,0,0,3,3,3
"639",2020-09-17,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-17,"Community-Associated",7,0,0,0,7,7
"640",2020-09-17,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-17,"Travel-Associated (Resident)",2,0,0,0,2,2
"641",2020-09-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-17,"Community-Associated",0,108,0,0,108,108
"642",2020-09-17,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-17,"Travel-Associated (Resident)",0,2,0,0,2,2
"643",2020-09-18,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-18,"Community-Associated",6,0,0,0,6,6
"644",2020-09-18,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-18,"Travel-Associated (Resident)",1,0,0,0,1,1
"645",2020-09-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-18,"Community-Associated",0,103,0,0,103,103
"646",2020-09-18,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-18,"Community-Associated",0,0,0,2,2,2
"647",2020-09-19,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-19,"Community-Associated",5,0,0,0,5,5
"648",2020-09-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-19,"Community-Associated",0,70,0,0,70,70
"649",2020-09-19,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-19,"Travel-Associated (Resident)",0,1,0,0,1,1
"650",2020-09-19,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-19,"Community-Associated",0,0,0,1,1,1
"651",2020-09-20,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-20,"Community-Associated",6,0,0,0,6,6
"652",2020-09-20,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-20,"Travel-Associated (Resident)",1,0,0,0,1,1
"653",2020-09-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-20,"Community-Associated",0,49,0,0,49,49
"654",2020-09-20,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-20,"Travel-Associated (Resident)",0,1,0,0,1,1
"655",2020-09-21,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-21,"Community-Associated",7,0,0,0,7,7
"656",2020-09-21,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-21,"Travel-Associated (Resident)",1,0,0,0,1,1
"657",2020-09-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-21,"Community-Associated",0,53,0,0,53,53
"658",2020-09-21,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-21,"Community-Associated",0,0,0,1,1,1
"659",2020-09-22,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-22,"Community-Associated",13,0,0,0,13,13
"660",2020-09-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-22,"Community-Associated",0,150,0,0,150,150
"661",2020-09-22,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-22,"Travel-Associated (Resident)",0,3,0,0,3,3
"662",2020-09-22,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-22,"Community-Associated",0,0,0,2,2,2
"663",2020-09-23,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-23,"Community-Associated",6,0,0,0,6,6
"664",2020-09-23,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-23,"Community-Associated",0,79,0,0,79,79
"665",2020-09-23,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-23,"Travel-Associated (Resident)",0,1,0,0,1,1
"666",2020-09-23,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-23,"Community-Associated",0,0,0,4,4,4
"667",2020-09-24,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-24,"Community-Associated",12,0,0,0,12,12
"668",2020-09-24,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-24,"Travel-Associated (Resident)",2,0,0,0,2,2
"669",2020-09-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-24,"Community-Associated",0,94,0,0,94,94
"670",2020-09-24,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-24,"Travel-Associated (Resident)",0,3,0,0,3,3
"671",2020-09-24,"Travel-Associated (Resident)","Kauai","Travel History","Travel History",2020-09-24,"Travel-Associated (Resident)",0,0,1,0,1,1
"672",2020-09-25,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-25,"Community-Associated",3,0,0,0,3,3
"673",2020-09-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-25,"Community-Associated",0,120,0,0,120,120
"674",2020-09-25,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-25,"Travel-Associated (Resident)",0,3,0,0,3,3
"675",2020-09-25,"Travel-Associated (Non-Resident)","Kauai","Travel History","Travel History",2020-09-25,"Travel-Associated (Non-Resident)",0,0,1,0,1,1
"676",2020-09-26,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-26,"Community-Associated",5,0,0,0,5,5
"677",2020-09-26,"Travel-Associated (Non-Resident)","Hawaii","Travel History","Travel History",2020-09-26,"Travel-Associated (Non-Resident)",2,0,0,0,2,2
"678",2020-09-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-26,"Community-Associated",0,84,0,0,84,84
"679",2020-09-26,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-26,"Travel-Associated (Resident)",0,3,0,0,3,3
"680",2020-09-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-27,"Community-Associated",0,87,0,0,87,87
"681",2020-09-27,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-27,"Travel-Associated (Resident)",0,2,0,0,2,2
"682",2020-09-28,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-28,"Community-Associated",3,0,0,0,3,3
"683",2020-09-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-28,"Community-Associated",0,77,0,0,77,77
"684",2020-09-28,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-28,"Travel-Associated (Resident)",0,3,0,0,3,3
"685",2020-09-28,"Community-Associated","Maui","No Travel History","No Travel History",2020-09-28,"Community-Associated",0,0,0,1,1,1
"686",2020-09-28,"Travel-Associated (Resident)","Maui","Travel History","Travel History",2020-09-28,"Travel-Associated (Resident)",0,0,0,1,1,1
"687",2020-09-29,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-29,"Community-Associated",22,0,0,0,22,22
"688",2020-09-29,"Travel-Associated (Non-Resident)","Hawaii","Travel History","Travel History",2020-09-29,"Travel-Associated (Non-Resident)",2,0,0,0,2,2
"689",2020-09-29,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-09-29,"Travel-Associated (Resident)",1,0,0,0,1,1
"690",2020-09-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-29,"Community-Associated",0,91,0,0,91,91
"691",2020-09-29,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-29,"Travel-Associated (Resident)",0,5,0,0,5,5
"692",2020-09-29,"Travel-Associated (Resident)","Maui","Travel History","Travel History",2020-09-29,"Travel-Associated (Resident)",0,0,0,1,1,1
"693",2020-09-30,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-09-30,"Community-Associated",6,0,0,0,6,6
"694",2020-09-30,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-09-30,"Community-Associated",0,100,0,0,100,100
"695",2020-09-30,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-09-30,"Travel-Associated (Resident)",0,1,0,0,1,1
"696",2020-10-01,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-01,"Community-Associated",15,0,0,0,15,15
"697",2020-10-01,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-10-01,"Travel-Associated (Resident)",1,0,0,0,1,1
"698",2020-10-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-01,"Community-Associated",0,69,0,0,69,69
"699",2020-10-01,"Travel-Associated (Resident)","Maui","Travel History","Travel History",2020-10-01,"Travel-Associated (Resident)",0,0,0,1,1,1
"700",2020-10-02,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-02,"Community-Associated",42,0,0,0,42,42
"701",2020-10-02,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-10-02,"Travel-Associated (Resident)",1,0,0,0,1,1
"702",2020-10-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-02,"Community-Associated",0,86,0,0,86,86
"703",2020-10-02,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-02,"Travel-Associated (Resident)",0,1,0,0,1,1
"704",2020-10-02,"Unknown/Pending","Maui","No Travel History","No Travel History",2020-10-02,"Unknown/Pending",0,0,0,1,1,1
"705",2020-10-02,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-02,"Community-Associated",0,0,0,1,1,1
"706",2020-10-02,"Travel-Associated (Resident)","Maui","Travel History","Travel History",2020-10-02,"Travel-Associated (Resident)",0,0,0,1,1,1
"707",2020-10-03,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-03,"Community-Associated",15,0,0,0,15,15
"708",2020-10-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-03,"Community-Associated",0,51,0,0,51,51
"709",2020-10-03,"Travel-Associated (Non-Resident)","Honolulu","Travel History","Travel History",2020-10-03,"Travel-Associated (Non-Resident)",0,1,0,0,1,1
"710",2020-10-03,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-03,"Travel-Associated (Resident)",0,1,0,0,1,1
"711",2020-10-03,"Travel-Associated (Resident)","Maui","Travel History","Travel History",2020-10-03,"Travel-Associated (Resident)",0,0,0,1,1,1
"712",2020-10-04,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-04,"Community-Associated",10,0,0,0,10,10
"713",2020-10-04,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-04,"Community-Associated",0,41,0,0,41,41
"714",2020-10-05,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-05,"Community-Associated",13,0,0,0,13,13
"715",2020-10-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-05,"Community-Associated",0,67,0,0,67,67
"716",2020-10-05,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-05,"Community-Associated",0,0,0,1,1,1
"717",2020-10-06,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-06,"Community-Associated",18,0,0,0,18,18
"718",2020-10-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-06,"Community-Associated",0,88,0,0,88,88
"719",2020-10-06,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-06,"Travel-Associated (Resident)",0,3,0,0,3,3
"720",2020-10-06,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-06,"Community-Associated",0,0,0,1,1,1
"721",2020-10-07,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-07,"Community-Associated",14,0,0,0,14,14
"722",2020-10-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-07,"Community-Associated",0,85,0,0,85,85
"723",2020-10-07,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-07,"Travel-Associated (Resident)",0,2,0,0,2,2
"724",2020-10-07,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-07,"Community-Associated",0,0,0,1,1,1
"725",2020-10-08,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-08,"Community-Associated",44,0,0,0,44,44
"726",2020-10-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-08,"Community-Associated",0,102,0,0,102,102
"727",2020-10-08,"Travel-Associated (Non-Resident)","Honolulu","Travel History","Travel History",2020-10-08,"Travel-Associated (Non-Resident)",0,3,0,0,3,3
"728",2020-10-08,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-08,"Travel-Associated (Resident)",0,2,0,0,2,2
"729",2020-10-08,"Community-Associated","Kauai","No Travel History","No Travel History",2020-10-08,"Community-Associated",0,0,1,0,1,1
"730",2020-10-09,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-09,"Community-Associated",13,0,0,0,13,13
"731",2020-10-09,"Travel-Associated (Non-Resident)","Hawaii","Travel History","Travel History",2020-10-09,"Travel-Associated (Non-Resident)",1,0,0,0,1,1
"732",2020-10-09,"Travel-Associated (Resident)","Hawaii","Travel History","Travel History",2020-10-09,"Travel-Associated (Resident)",1,0,0,0,1,1
"733",2020-10-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-09,"Community-Associated",0,58,0,0,58,58
"734",2020-10-09,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-09,"Community-Associated",0,0,0,2,2,2
"735",2020-10-10,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-10,"Community-Associated",23,0,0,0,23,23
"736",2020-10-10,"Travel-Associated (Non-Resident)","Hawaii","Travel History","Travel History",2020-10-10,"Travel-Associated (Non-Resident)",1,0,0,0,1,1
"737",2020-10-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-10,"Community-Associated",0,76,0,0,76,76
"738",2020-10-10,"Travel-Associated (Non-Resident)","Honolulu","Travel History","Travel History",2020-10-10,"Travel-Associated (Non-Resident)",0,3,0,0,3,3
"739",2020-10-10,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-10,"Travel-Associated (Resident)",0,1,0,0,1,1
"740",2020-10-11,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-11,"Community-Associated",5,0,0,0,5,5
"741",2020-10-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-11,"Community-Associated",0,37,0,0,37,37
"742",2020-10-12,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-12,"Community-Associated",21,0,0,0,21,21
"743",2020-10-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-12,"Community-Associated",0,30,0,0,30,30
"744",2020-10-12,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-12,"Community-Associated",0,0,0,11,11,11
"745",2020-10-13,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-13,"Community-Associated",18,0,0,0,18,18
"746",2020-10-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-13,"Community-Associated",0,79,0,0,79,79
"747",2020-10-13,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-13,"Travel-Associated (Resident)",0,1,0,0,1,1
"748",2020-10-13,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-13,"Community-Associated",0,0,0,1,1,1
"749",2020-10-13,"Travel-Associated (Resident)","Maui","Travel History","Travel History",2020-10-13,"Travel-Associated (Resident)",0,0,0,1,1,1
"750",2020-10-14,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-14,"Community-Associated",13,0,0,0,13,13
"751",2020-10-14,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-10-14,"Community-Associated",0,74,0,0,74,74
"752",2020-10-14,"Travel-Associated (Resident)","Honolulu","Travel History","Travel History",2020-10-14,"Travel-Associated (Resident)",0,1,0,0,1,1
"753",2020-10-14,"Community-Associated","Maui","No Travel History","No Travel History",2020-10-14,"Community-Associated",0,0,0,2,2,2
"754",2020-10-15,"Community-Associated","Hawaii","No Travel History","No Travel History",2020-10-15,"Community-Associated",19,0,0,0,19,19
