"","DateAdded","RiskCopy","CountyReporting","TravelLabel","TravelStatus","DateAddedCopy","Risk","BigIslandCnt","OahuCnt","KauaiCnt","MauiCnt","Count","TotNumber"
"1702",2021-10-21,"Unknown/Pending","Hawaii","No Travel History","No Travel History",2021-10-21,"Unknown/Pending",24,0,0,0,24,24
"1703",2021-03-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-01,"Community-Associated",0,7,0,0,7,7
"1704",2021-06-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-13,"Community-Associated",0,7,0,0,7,7
"1705",2021-06-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-20,"Community-Associated",0,9,0,0,9,9
"1706",2021-06-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-26,"Community-Associated",0,10,0,0,10,10
"1707",2021-06-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-06,"Community-Associated",0,11,0,0,11,11
"1708",2021-05-31,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-31,"Community-Associated",0,12,0,0,12,12
"1709",2021-06-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-19,"Community-Associated",0,12,0,0,12,12
"1710",2021-02-14,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-14,"Community-Associated",0,13,0,0,13,13
"1711",2021-06-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-27,"Community-Associated",0,14,0,0,14,14
"1712",2021-05-23,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-23,"Community-Associated",0,15,0,0,15,15
"1713",2021-06-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-11,"Community-Associated",0,15,0,0,15,15
"1714",2021-06-16,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-16,"Community-Associated",0,15,0,0,15,15
"1715",2021-07-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-05,"Community-Associated",0,15,0,0,15,15
"1716",2021-10-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-22,"Community-Associated",0,15,0,0,15,15
"1717",2021-02-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-15,"Community-Associated",0,16,0,0,16,16
"1718",2021-06-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-01,"Community-Associated",0,16,0,0,16,16
"1719",2021-06-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-05,"Community-Associated",0,16,0,0,16,16
"1720",2021-02-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-17,"Community-Associated",0,18,0,0,18,18
"1721",2021-02-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-20,"Community-Associated",0,18,0,0,18,18
"1722",2021-02-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-28,"Community-Associated",0,18,0,0,18,18
"1723",2021-06-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-12,"Community-Associated",0,18,0,0,18,18
"1724",2021-02-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-22,"Community-Associated",0,19,0,0,19,19
"1725",2021-02-23,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-23,"Community-Associated",0,19,0,0,19,19
"1726",2021-02-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-27,"Community-Associated",0,19,0,0,19,19
"1727",2021-03-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-06,"Community-Associated",0,19,0,0,19,19
"1728",2021-03-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-07,"Community-Associated",0,19,0,0,19,19
"1729",2021-05-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-26,"Community-Associated",0,19,0,0,19,19
"1730",2021-06-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-17,"Community-Associated",0,19,0,0,19,19
"1731",2021-07-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-01,"Community-Associated",0,19,0,0,19,19
"1732",2021-02-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-21,"Community-Associated",0,20,0,0,20,20
"1733",2021-02-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-25,"Community-Associated",0,20,0,0,20,20
"1734",2021-06-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-07,"Community-Associated",0,20,0,0,20,20
"1735",2021-06-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-15,"Community-Associated",0,20,0,0,20,20
"1736",2021-07-04,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-04,"Community-Associated",0,20,0,0,20,20
"1737",2021-02-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-06,"Community-Associated",0,21,0,0,21,21
"1738",2021-02-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-07,"Community-Associated",0,21,0,0,21,21
"1739",2021-05-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-29,"Community-Associated",0,21,0,0,21,21
"1740",2021-07-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-12,"Community-Associated",0,21,0,0,21,21
"1741",2021-03-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-05,"Community-Associated",0,22,0,0,22,22
"1742",2021-05-30,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-30,"Community-Associated",0,22,0,0,22,22
"1743",2021-06-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-02,"Community-Associated",0,22,0,0,22,22
"1744",2021-06-23,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-23,"Community-Associated",0,22,0,0,22,22
"1745",2021-06-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-25,"Community-Associated",0,22,0,0,22,22
"1746",2021-02-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-13,"Community-Associated",0,23,0,0,23,23
"1747",2021-06-14,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-14,"Community-Associated",0,23,0,0,23,23
"1748",2021-06-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-21,"Community-Associated",0,23,0,0,23,23
"1749",2021-07-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-10,"Community-Associated",0,23,0,0,23,23
"1750",2021-10-16,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-16,"Community-Associated",0,23,0,0,23,23
"1751",2021-03-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-13,"Community-Associated",0,24,0,0,24,24
"1752",2021-05-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-22,"Community-Associated",0,24,0,0,24,24
"1753",2021-06-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-08,"Community-Associated",0,24,0,0,24,24
"1754",2021-06-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-09,"Community-Associated",0,24,0,0,24,24
"1755",2021-02-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-24,"Community-Associated",0,25,0,0,25,25
"1756",2021-03-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-21,"Community-Associated",0,25,0,0,25,25
"1757",2020-12-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-26,"Community-Associated",0,27,0,0,27,27
"1758",2021-04-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-18,"Community-Associated",0,27,0,0,27,27
"1759",2021-05-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-27,"Community-Associated",0,27,0,0,27,27
"1760",2021-06-04,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-04,"Community-Associated",0,27,0,0,27,27
"1761",2021-06-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-10,"Community-Associated",0,27,0,0,27,27
"1762",2021-06-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-22,"Community-Associated",0,27,0,0,27,27
"1763",2021-06-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-28,"Community-Associated",0,27,0,0,27,27
"1764",2021-03-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-02,"Community-Associated",0,28,0,0,28,28
"1765",2021-03-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-22,"Community-Associated",0,28,0,0,28,28
"1766",2021-06-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-29,"Community-Associated",0,28,0,0,28,28
"1767",2021-07-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-02,"Community-Associated",0,28,0,0,28,28
"1768",2020-11-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-29,"Community-Associated",0,29,0,0,29,29
"1769",2021-02-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-10,"Community-Associated",0,29,0,0,29,29
"1770",2021-02-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-19,"Community-Associated",0,29,0,0,29,29
"1771",2021-03-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-03,"Community-Associated",0,29,0,0,29,29
"1772",2021-03-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-10,"Community-Associated",0,29,0,0,29,29
"1773",2021-04-04,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-04,"Community-Associated",0,29,0,0,29,29
"1774",2021-07-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-03,"Community-Associated",0,29,0,0,29,29
"1775",2021-03-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-08,"Community-Associated",0,30,0,0,30,30
"1776",2021-05-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-24,"Community-Associated",0,30,0,0,30,30
"1777",2020-12-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-06,"Community-Associated",0,31,0,0,31,31
"1778",2021-02-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-12,"Community-Associated",0,31,0,0,31,31
"1779",2021-02-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-18,"Community-Associated",0,31,0,0,31,31
"1780",2021-05-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-21,"Community-Associated",0,31,0,0,31,31
"1781",2021-07-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-06,"Community-Associated",0,31,0,0,31,31
"1782",2021-10-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-17,"Community-Associated",0,31,0,0,31,31
"1783",2021-03-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-12,"Community-Associated",0,32,0,0,32,32
"1784",2021-03-14,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-14,"Community-Associated",0,32,0,0,32,32
"1785",2021-04-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-11,"Community-Associated",0,32,0,0,32,32
"1786",2021-04-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-25,"Community-Associated",0,32,0,0,32,32
"1787",2021-07-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-11,"Community-Associated",0,32,0,0,32,32
"1788",2021-03-04,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-04,"Community-Associated",0,33,0,0,33,33
"1789",2021-03-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-09,"Community-Associated",0,33,0,0,33,33
"1790",2021-06-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-03,"Community-Associated",0,33,0,0,33,33
"1791",2021-07-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-07,"Community-Associated",0,33,0,0,33,33
"1792",2021-10-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-10,"Community-Associated",0,33,0,0,33,33
"1793",2020-12-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-07,"Community-Associated",0,34,0,0,34,34
"1794",2021-06-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-18,"Community-Associated",0,34,0,0,34,34
"1795",2021-06-30,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-30,"Community-Associated",0,34,0,0,34,34
"1796",2021-02-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-01,"Community-Associated",0,35,0,0,35,35
"1797",2021-05-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-10,"Community-Associated",0,35,0,0,35,35
"1798",2020-11-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-22,"Community-Associated",0,36,0,0,36,36
"1799",2020-11-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-27,"Community-Associated",0,36,0,0,36,36
"1800",2020-12-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-13,"Community-Associated",0,36,0,0,36,36
"1801",2021-03-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-11,"Community-Associated",0,36,0,0,36,36
"1802",2021-03-16,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-16,"Community-Associated",0,36,0,0,36,36
"1803",2021-05-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-08,"Community-Associated",0,36,0,0,36,36
"1804",2021-01-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-17,"Community-Associated",0,37,0,0,37,37
"1805",2021-02-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-26,"Community-Associated",0,37,0,0,37,37
"1806",2021-04-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-12,"Community-Associated",0,37,0,0,37,37
"1807",2021-01-31,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-31,"Community-Associated",0,38,0,0,38,38
"1808",2021-06-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-06-24,"Community-Associated",0,38,0,0,38,38
"1809",2021-07-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-26,"Community-Associated",0,38,0,0,38,38
"1810",2021-03-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-19,"Community-Associated",0,39,0,0,39,39
"1811",2021-03-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-29,"Community-Associated",0,39,0,0,39,39
"1812",2021-05-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-03,"Community-Associated",0,39,0,0,39,39
"1813",2020-12-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-05,"Community-Associated",0,40,0,0,40,40
"1814",2021-10-14,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-14,"Community-Associated",0,40,0,0,40,40
"1815",2021-10-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-20,"Community-Associated",0,40,0,0,40,40
"1816",2021-02-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-08,"Community-Associated",0,41,0,0,41,41
"1817",2021-03-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-15,"Community-Associated",0,41,0,0,41,41
"1818",2021-04-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-24,"Community-Associated",0,41,0,0,41,41
"1819",2021-05-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-19,"Community-Associated",0,41,0,0,41,41
"1820",2021-05-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-25,"Community-Associated",0,41,0,0,41,41
"1821",2021-10-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-21,"Community-Associated",0,41,0,0,41,41
"1822",2021-05-16,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-16,"Community-Associated",0,42,0,0,42,42
"1823",2021-02-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-11,"Community-Associated",0,43,0,0,43,43
"1824",2021-04-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-19,"Community-Associated",0,43,0,0,43,43
"1825",2021-05-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-17,"Community-Associated",0,43,0,0,43,43
"1826",2020-11-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-26,"Community-Associated",0,44,0,0,44,44
"1827",2021-04-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-15,"Community-Associated",0,44,0,0,44,44
"1828",2021-05-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-01,"Community-Associated",0,44,0,0,44,44
"1829",2021-01-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-18,"Community-Associated",0,45,0,0,45,45
"1830",2021-05-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-09,"Community-Associated",0,45,0,0,45,45
"1831",2021-07-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-09,"Community-Associated",0,45,0,0,45,45
"1832",2021-10-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-09,"Community-Associated",0,45,0,0,45,45
"1833",2021-02-16,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-16,"Community-Associated",0,46,0,0,46,46
"1834",2021-04-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-03,"Community-Associated",0,46,0,0,46,46
"1835",2021-10-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-18,"Community-Associated",0,46,0,0,46,46
"1836",2020-12-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-27,"Community-Associated",0,47,0,0,47,47
"1837",2021-02-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-05,"Community-Associated",0,47,0,0,47,47
"1838",2021-03-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-28,"Community-Associated",0,47,0,0,47,47
"1839",2020-12-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-09,"Community-Associated",0,48,0,0,48,48
"1840",2021-01-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-02,"Community-Associated",0,48,0,0,48,48
"1841",2021-03-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-27,"Community-Associated",0,48,0,0,48,48
"1842",2021-04-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-22,"Community-Associated",0,48,0,0,48,48
"1843",2020-11-30,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-30,"Community-Associated",0,49,0,0,49,49
"1844",2020-12-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-20,"Community-Associated",0,49,0,0,49,49
"1845",2021-05-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-28,"Community-Associated",0,49,0,0,49,49
"1846",2021-01-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-26,"Community-Associated",0,50,0,0,50,50
"1847",2021-01-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-29,"Community-Associated",0,50,0,0,50,50
"1848",2021-03-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-20,"Community-Associated",0,50,0,0,50,50
"1849",2021-04-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-02,"Community-Associated",0,50,0,0,50,50
"1850",2021-04-05,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-05,"Community-Associated",0,50,0,0,50,50
"1851",2021-04-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-10,"Community-Associated",0,50,0,0,50,50
"1852",2021-10-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-15,"Community-Associated",0,50,0,0,50,50
"1853",2021-05-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-02,"Community-Associated",0,51,0,0,51,51
"1854",2021-05-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-07,"Community-Associated",0,51,0,0,51,51
"1855",2021-10-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-11,"Community-Associated",0,51,0,0,51,51
"1856",2021-01-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-24,"Community-Associated",0,52,0,0,52,52
"1857",2021-03-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-17,"Community-Associated",0,52,0,0,52,52
"1858",2021-05-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-11,"Community-Associated",0,52,0,0,52,52
"1859",2021-05-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-18,"Community-Associated",0,52,0,0,52,52
"1860",2021-07-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-08,"Community-Associated",0,52,0,0,52,52
"1861",2021-10-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-19,"Community-Associated",0,52,0,0,52,52
"1862",2021-01-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-25,"Community-Associated",0,53,0,0,53,53
"1863",2021-01-30,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-30,"Community-Associated",0,53,0,0,53,53
"1864",2021-04-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-17,"Community-Associated",0,53,0,0,53,53
"1865",2021-10-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-03,"Community-Associated",0,53,0,0,53,53
"1866",2020-12-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-11,"Community-Associated",0,54,0,0,54,54
"1867",2021-03-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-18,"Community-Associated",0,54,0,0,54,54
"1868",2021-04-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-13,"Community-Associated",0,54,0,0,54,54
"1869",2021-03-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-26,"Community-Associated",0,55,0,0,55,55
"1870",2020-12-02,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-02,"Community-Associated",0,56,0,0,56,56
"1871",2021-01-11,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-11,"Community-Associated",0,56,0,0,56,56
"1872",2020-11-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-28,"Community-Associated",0,57,0,0,57,57
"1873",2021-10-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-12,"Community-Associated",0,57,0,0,57,57
"1874",2021-04-26,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-26,"Community-Associated",0,58,0,0,58,58
"1875",2021-05-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-15,"Community-Associated",0,58,0,0,58,58
"1876",2021-07-17,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-17,"Community-Associated",0,58,0,0,58,58
"1877",2020-11-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-25,"Community-Associated",0,59,0,0,59,59
"1878",2021-02-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-09,"Community-Associated",0,59,0,0,59,59
"1879",2020-12-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-03,"Community-Associated",0,61,0,0,61,61
"1880",2021-05-12,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-12,"Community-Associated",0,61,0,0,61,61
"1881",2021-01-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-03,"Community-Associated",0,62,0,0,62,62
"1882",2021-01-19,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-19,"Community-Associated",0,62,0,0,62,62
"1883",2021-04-07,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-07,"Community-Associated",0,62,0,0,62,62
"1884",2021-04-14,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-14,"Community-Associated",0,62,0,0,62,62
"1885",2021-05-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-20,"Community-Associated",0,62,0,0,62,62
"1886",2020-12-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-21,"Community-Associated",0,63,0,0,63,63
"1887",2020-12-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-08,"Community-Associated",0,65,0,0,65,65
"1888",2021-01-04,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-04,"Community-Associated",0,65,0,0,65,65
"1889",2021-07-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-15,"Community-Associated",0,65,0,0,65,65
"1890",2021-02-03,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-02-03,"Community-Associated",0,66,0,0,66,66
"1891",2021-03-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-24,"Community-Associated",0,66,0,0,66,66
"1892",2021-03-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-25,"Community-Associated",0,66,0,0,66,66
"1893",2021-03-30,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-03-30,"Community-Associated",0,66,0,0,66,66
"1894",2021-10-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-10-13,"Community-Associated",0,66,0,0,66,66
"1895",2020-11-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-21,"Community-Associated",0,67,0,0,67,67
"1896",2020-12-25,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-25,"Community-Associated",0,67,0,0,67,67
"1897",2021-01-10,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-10,"Community-Associated",0,67,0,0,67,67
"1898",2021-07-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-13,"Community-Associated",0,67,0,0,67,67
"1899",2021-07-18,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-07-18,"Community-Associated",0,67,0,0,67,67
"1900",2021-04-29,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-29,"Community-Associated",0,68,0,0,68,68
"1901",2021-01-15,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-15,"Community-Associated",0,69,0,0,69,69
"1902",2020-12-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-24,"Community-Associated",0,70,0,0,70,70
"1903",2021-04-08,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-08,"Community-Associated",0,70,0,0,70,70
"1904",2021-04-21,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-21,"Community-Associated",0,70,0,0,70,70
"1905",2020-11-24,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-11-24,"Community-Associated",0,71,0,0,71,71
"1906",2021-01-23,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-23,"Community-Associated",0,71,0,0,71,71
"1907",2020-12-22,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-22,"Community-Associated",0,72,0,0,72,72
"1908",2020-12-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-28,"Community-Associated",0,72,0,0,72,72
"1909",2021-01-27,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-27,"Community-Associated",0,72,0,0,72,72
"1910",2021-01-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-01,"Community-Associated",0,73,0,0,73,73
"1911",2021-01-28,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-28,"Community-Associated",0,73,0,0,73,73
"1912",2020-12-31,"Community-Associated","Honolulu","No Travel History","No Travel History",2020-12-31,"Community-Associated",0,74,0,0,74,74
"1913",2021-04-09,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-09,"Community-Associated",0,74,0,0,74,74
"1914",2021-05-06,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-06,"Community-Associated",0,74,0,0,74,74
"1915",2021-05-13,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-05-13,"Community-Associated",0,74,0,0,74,74
"1916",2021-04-20,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-20,"Community-Associated",0,75,0,0,75,75
"1917",2021-01-16,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-01-16,"Community-Associated",0,76,0,0,76,76
"1918",2021-04-01,"Community-Associated","Honolulu","No Travel History","No Travel History",2021-04-01,"Community-Associated",0,76,0,0,76,76
